1	25001010100
2	25001010206
3	25001010208
4	25001010304
5	25001010306
6	25001010400
7	25001010500
8	25001010600
9	25001010700
10	25001010800
11	25001010900
12	25001011002
13	25001011100
14	25001011200
15	25001011300
16	25001011400
17	25001011500
18	25001011600
19	25001011700
20	25001011801
21	25001011802
22	25001012001
23	25001012002
24	25001012101
25	25001012102
26	25001012200
27	25001012502
28	25001012601
29	25001012602
30	25001012700
31	25001012800
32	25001012900
33	25001013002
34	25001013100
35	25001013200
36	25001013300
37	25001013400
38	25001013500
39	25001013600
40	25001013700
41	25001013800
42	25001013900
43	25001014002
44	25001014100
45	25001014300
46	25001014402
47	25001014500
48	25001014600
49	25001014700
50	25001014800
51	25001014900
52	25001015001
53	25001015002
54	25001015100
55	25001015200
56	25001015300
57	25001990000
58	25003900100
59	25003900200
60	25003900300
61	25003900400
62	25003900500
63	25003900600
64	25003900700
65	25003900800
66	25003900900
67	25003901100
68	25003911100
69	25003912100
70	25003913100
71	25003914100
72	25003920101
73	25003920102
74	25003921300
75	25003921400
76	25003921500
77	25003922100
78	25003922200
79	25003922300
80	25003923100
81	25003924100
82	25003925101
83	25003925102
84	25003926100
85	25003931100
86	25003931300
87	25003931400
88	25003932200
89	25003932300
90	25003933200
91	25003933300
92	25003933400
93	25003934200
94	25003934300
95	25003935100
96	25003935200
97	25003935300
98	25005600100
99	25005600202
100	25005600203
101	25005600204
102	25005610100
103	25005610202
104	25005610203
105	25005610204
106	25005611101
107	25005611102
108	25005611201
109	25005611202
110	25005612100
111	25005612201
112	25005612202
113	25005613100
114	25005613300
115	25005613400
116	25005613600
117	25005613700
118	25005613800
119	25005613901
120	25005613902
121	25005614000
122	25005614101
123	25005614102
124	25005615100
125	25005616100
126	25005617101
127	25005617102
128	25005630101
129	25005630102
130	25005630201
131	25005630202
132	25005630301
133	25005630302
134	25005630400
135	25005631101
136	25005631102
137	25005631200
138	25005631300
139	25005631400
140	25005631500
141	25005631600
142	25005631700
143	25005631800
144	25005632100
145	25005632200
146	25005633100
147	25005633200
148	25005640100
149	25005640201
150	25005640202
151	25005640300
152	25005640400
153	25005640500
154	25005640600
155	25005640700
156	25005640800
157	25005640901
158	25005641000
