"AFFGEOID","TRACTCE","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV","M_POV","E_UNEMP","M_UNEMP","E_PCI","M_PCI","E_NOHSDP","M_NOHSDP","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_MINRTY","M_MINRTY","E_LIMENG","M_LIMENG","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV","MP_POV","EP_UNEMP","MP_UNEMP","EP_PCI","MP_PCI","EP_NOHSDP","MP_NOHSDP","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_MINRTY","MP_MINRTY","EP_LIMENG","MP_LIMENG","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV","EPL_UNEMP","EPL_PCI","EPL_NOHSDP","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","SPL_THEME2","RPL_THEME2","EPL_MINRTY","EPL_LIMENG","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV","F_UNEMP","F_PCI","F_NOHSDP","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_THEME2","F_MINRTY","F_LIMENG","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_UNINSUR","M_UNINSUR","EP_UNINSUR","MP_UNINSUR","E_DAYPOP","Shape","Shape.STArea..","Shape.STLength.."
"1400000US17031010100",10100,17," Illinois","IL",17031," Cook",17031010100,"Census Tract 101, Cook County, Illinois",0.1471288,4189,522,2614,37,2147,143,1212,442,385,141,23701,3319,129,91,182,92,926,276,434,149,260,117.4,2435,617.6,37,78.7,1308,213.3,0,11,51,55,909,149,138,101,29.7,9.1,15.1,5.3,23701,3319,4.4,3,4.3,2.3,22.1,6,10.6,3.7,12.1,5.4,58.1,12.8,1,2,50,8.1,0,1,2.4,2.6,42.3,6.5,3.3,2.4,0.85,0.8016,0.6031,0.1728,2.4274,0.6378,0.0442,0.4026,0.4923,0.716,1.6551,0.2641,0.7253,0.4436,1.1689,0.6045,0.9442,0,0.6173,0.9535,0.85,3.3651,0.9189,8.6165,0.7026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,740,222,18.1,5.1,2919,"(-87.6703386096905, 42.021202654161115)",3.71812616539777e-05,0.0295122403033358
"1400000US17031010201",10201,17," Illinois","IL",17031," Cook",17031010201,"Census Tract 102.01, Cook County, Illinois",0.19477688,7083,924,2995,70,2506,161,2321,656,417,151,22845,4120,906,303,350,127,1720,464,776,251,303,123.6,5349,979.8,571,291.2,942,187.4,0,15,302,118.7,499,157,154,151,32.8,8,11.4,3.9,22845,4120,19.9,5.4,4.9,1.8,24.3,5.7,11,3.6,12.1,4.9,75.5,9.7,8.9,4.4,31.5,6.2,0,0.9,12.1,4.7,19.9,6.1,2.2,2.1,0.8737,0.65,0.6413,0.7824,2.9474,0.7707,0.0619,0.5721,0.525,0.7154,1.8744,0.3987,0.8029,0.8314,1.6343,0.8833,0.883,0,0.958,0.8029,0.7891,3.433,0.9314,9.8891,0.8632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2173,517,30.7,5.8,2950,"(-87.68015389301581, 42.016009892638515)",5.459162951292e-05,0.0295190606191973
"1400000US17031010202",10202,17," Illinois","IL",17031," Cook",17031010202,"Census Tract 102.02, Cook County, Illinois",0.13579825,2502,424,1236,53,1069,91,688,333,129,63,20062,3666,314,147,399,154,480,171,339,141,131,97.5,1758,473.6,169,140,681,133.7,0,11,96,83.7,419,115,313,160,30.6,14.7,10.3,5.7,20062,3666,17.6,7.3,15.9,6.5,19.2,6,15.1,6.5,12.3,9.1,70.3,14.7,7.5,6.1,55.1,10.6,0,2.2,9,7.8,39.2,10.3,12.5,6,0.8571,0.5875,0.7386,0.733,2.9162,0.7646,0.666,0.2099,0.7849,0.7224,2.3833,0.7208,0.7811,0.8061,1.5872,0.8571,0.9532,0,0.9208,0.9385,0.9644,3.7769,0.9788,10.6636,0.9399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,4,414,146,18.4,5.4,2221,"(-87.67329107713981, 42.016085638126654)",3.90079032706585e-05,0.0249603710543297
"1400000US17031010300",10300,17," Illinois","IL",17031," Cook",17031010300,"Census Tract 103, Cook County, Illinois",0.18224671,6213,842,3258,91,2695,213,1432,563,277,146,29009,5380,1083,358,1001,268,995,404,565,218,141,97.5,3483,927.1,873,392,2199,261,0,15,216,146.2,1122,217,904,347,26.8,9,8.4,4,29009,5380,22.8,5.9,16.1,3.1,16,6.1,10.5,3.6,5.2,3.6,56.1,12.8,15.1,6.5,67.5,7.8,0,0.8,8,5.4,41.6,6.8,14.6,5.2,0.8196,0.4401,0.3995,0.8314,2.4905,0.6618,0.6788,0.0997,0.4833,0.2798,1.5417,0.2157,0.7151,0.9061,1.6212,0.8782,0.9679,0,0.9016,0.9497,0.9689,3.7881,0.9804,9.4415,0.8076,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,4,5,1057,359,19.7,6.1,3154,"(-87.66657422364104, 42.015855282367916)",4.90069950473657e-05,0.0300095500920458
"1400000US17031010400",10400,17," Illinois","IL",17031," Cook",17031010400,"Census Tract 104, Cook County, Illinois",0.21187502,4730,472,2178,68,1837,164,582,235,255,113,24398,3117,78,50,398,159,450,164,382,144,56,48.9,1618,604.7,70,65.2,1441,158.8,13,21,67,55,727,158,1385,266,17.2,6.8,9.4,4.3,24398,3117,3.2,2.1,8.4,3.2,9.5,3.3,8.1,3.1,3,2.6,34.2,12.3,1.6,1.4,66.2,7,0.6,0.9,3.6,3,39.6,8.3,29.3,4.8,0.6561,0.5196,0.5768,0.1179,1.8703,0.4746,0.2167,0.0337,0.2843,0.1154,0.65,0.0417,0.5702,0.5244,1.0946,0.5603,0.967,0.6378,0.7401,0.9397,0.9859,4.2705,0.9978,7.8854,0.6101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,463,131,9.8,2.9,12453,"(-87.6592960947868, 42.00456268248645)",5.40603730153283e-05,0.0380683597336374
"1400000US17031010501",10501,17," Illinois","IL",17031," Cook",17031010501,"Census Tract 105.01, Cook County, Illinois",0.07805091,3831,417,2559,71,2235,166,813,213,233,110,24850,3337,219,113,365,134,456,178,504,192,76,83.7,1675,534.9,104,76.5,1768,243,12,19,55,42.7,917,182,21,9,21.3,5.9,9.6,4.8,24850,3337,7.5,3.9,9.5,3.4,11.9,4.5,13.2,4.8,3.4,3.7,43.7,13.1,2.8,2.1,69.1,9.3,0.5,0.7,2.5,1.9,41,7.9,0.5,0.2,0.7369,0.5337,0.5597,0.3567,2.187,0.5732,0.2853,0.051,0.6856,0.1372,1.159,0.0929,0.641,0.6375,1.2785,0.6705,0.9699,0.6173,0.6279,0.9465,0.6394,3.801,0.9817,8.4254,0.6834,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,824,322,21.6,7.6,1465,"(-87.66394108633253, 42.0093246377195)",2.26733610113388e-05,0.0197271028250325
"1400000US17031010502",10502,17," Illinois","IL",17031," Cook",17031010502,"Census Tract 105.02, Cook County, Illinois",0.06964006,3690,649,1956,62,1567,147,1540,687,149,88,21175,5563,439,390,237,88,385,227,247,112,54,50.3,1772,758.2,366,393.7,1338,157,13,20,160,109.7,742,156,8,9,42.7,14,7.1,4.1,21175,5563,20.5,16.1,6.4,2.6,10.4,5.9,6.7,2.9,3.4,3.2,48,18.7,10.1,10.7,68.4,7.7,0.7,1,10.2,6.9,47.4,9.4,0.2,0.2,0.942,0.3247,0.7052,0.7949,2.7667,0.7267,0.1179,0.0378,0.1644,0.141,0.4612,0.0285,0.6673,0.8474,1.5147,0.8141,0.9692,0.6561,0.9388,0.9696,0.5452,4.0788,0.9946,8.8215,0.727,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,4,716,267,19.4,8.1,1053,"(-87.66333551605818, 42.004442962866506)",1.89634898418772e-05,0.0181333032600708
"1400000US17031010503",10503,17," Illinois","IL",17031," Cook",17031010503,"Census Tract 105.03, Cook County, Illinois",0.07500997,2228,402,1343,27,1090,117,848,268,97,68,23135,4016,358,137,568,162,89,92,380,99,8,17,974,521.4,283,118.4,910,125,0,11,20,32.9,580,124,88,44,39.4,8.2,7.9,5.2,23135,4016,24.6,7.4,25.5,7.7,4,4.1,17.1,5.3,0.7,1.6,43.7,22,12.9,4.9,67.8,9.2,0,2,1.8,3,53.2,8.8,3.9,1.8,0.9215,0.3958,0.6285,0.8571,2.8028,0.7354,0.966,0.0103,0.8686,0.0228,1.8676,0.3926,0.6407,0.8856,1.5263,0.8221,0.9686,0,0.5372,0.9885,0.8728,3.367,0.9196,9.5637,0.8218,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2,4,206,90,9.2,3.8,1201,"(-87.66312449725127, 42.00031751611871)",2.115103877711e-05,0.0184711299648001
"1400000US17031010600",10600,17," Illinois","IL",17031," Cook",17031010600,"Census Tract 106, Cook County, Illinois",0.1911035,6513,606,3261,87,3128,138,999,514,288,159,28978,3463,590,217,507,110,1067,367,456,149,260,145.2,3871,700.8,380,217,2125,293.5,0,15,110,83.8,1006,206,178,64,15.6,7.5,6.9,3.6,28978,3463,12.2,4.1,7.8,1.9,16.4,5.4,7.1,2.2,8.3,4.6,59.4,9.2,6.2,3.5,65.2,8.8,0,0.8,3.5,2.7,32.2,6.4,2.7,0.9,0.6138,0.3029,0.4008,0.5811,1.8985,0.4859,0.1859,0.1074,0.199,0.5096,1.0019,0.0699,0.7317,0.7779,1.5096,0.8112,0.9657,0,0.7276,0.8984,0.8208,3.4125,0.9282,7.8226,0.6034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1531,387,24,5.8,4603,"(-87.66768711160256, 42.00627749029017)",5.37159351776891e-05,0.0391096862146236
"1400000US17031010701",10701,17," Illinois","IL",17031," Cook",17031010701,"Census Tract 107.01, Cook County, Illinois",0.16590031,3946,385,1658,65,1529,110,565,301,254,125,26402,3737,515,199,264,94,1046,226,261,112,164,86.6,2589,467.4,385,139.2,683,151.6,0,11,109,81.8,168,80,0,11,14.4,7.5,11.2,5,26402,3737,19.1,6.7,6.7,2.5,26.5,5.1,6.6,2.8,10.7,5.6,65.6,10,10.9,3.8,41.2,9,0,1.6,7.1,5.3,11,5.2,0,0.3,0.5798,0.6381,0.4952,0.7676,2.4808,0.6583,0.1324,0.7199,0.1561,0.6538,1.6622,0.2683,0.7612,0.8593,1.6205,0.8776,0.9218,0,0.8821,0.6494,0,2.4532,0.5801,8.2167,0.6541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,860,259,21.8,5.9,1366,"(-87.67860958243759, 42.00915372186355)",4.68567631968727e-05,0.0274358202038314
"1400000US17031010702",10702,17," Illinois","IL",17031," Cook",17031010702,"Census Tract 107.02, Cook County, Illinois",0.13805,5274,652,2248,29,1837,140,2003,551,319,149,19099,2673,807,272,179,77,1486,328,330,135,301,123.2,4181,690.1,719,220.9,902,168.4,0,15,303,111.8,634,151,69,96,38.1,10.1,10.6,4,19099,2673,23.4,6.7,3.4,1.4,28.2,5.2,6.3,2.5,16.4,6.6,79.3,8.7,14.5,4.1,40.1,7.5,0,1.2,16.5,6,34.5,7.5,1.3,1.8,0.9119,0.6006,0.7691,0.8388,3.1204,0.8189,0.0292,0.7981,0.1397,0.8391,1.8061,0.3538,0.8163,0.9016,1.7179,0.9228,0.9186,0,0.9872,0.9112,0.7247,3.5417,0.9494,10.1861,0.896,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,3,5,1505,298,28.6,4.2,3972,"(-87.67271499065971, 42.00901169905399)",3.87051251103467e-05,0.0254414580496716
"1400000US17031020100",20100,17," Illinois","IL",17031," Cook",17031020100,"Census Tract 201, Cook County, Illinois",0.15880954,3990,432,1700,25,1491,111,733,328,178,89,25077,4273,413,248,346,141,1049,300,427,135,169,109.1,2580,549.7,192,150.2,575,129,0,11,61,46.7,294,106,52,24,18.4,7.5,9.6,4.7,25077,4273,15.7,9.2,8.7,3.8,26.3,7,10.7,3.5,11.3,7.3,64.7,11.9,5.3,4.1,33.8,7.6,0,1.6,4.1,3.1,19.7,7,1.3,0.6,0.6856,0.5337,0.552,0.6907,2.462,0.6522,0.2343,0.7058,0.5003,0.6821,2.1224,0.5599,0.7554,0.7503,1.5058,0.8099,0.8974,0,0.7654,0.8013,0.724,3.1881,0.8788,9.2783,0.7829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,266,22.2,6.4,2542,"(-87.6871110860537, 42.01572204638597)",4.47111154733731e-05,0.0274418651121117
"1400000US17031020200",20200,17," Illinois","IL",17031," Cook",17031020200,"Census Tract 202, Cook County, Illinois",0.47952285,6255,726,2140,47,1926,102,977,479,161,98,27826,3765,517,309,851,229,1735,348,878,299,98,67.7,2143,996.1,504,274.5,213,105.6,0,15,196,105,100,62,131,163,15.6,7.2,5.5,3.1,27826,3765,12.4,6.2,13.6,3.4,27.7,4.5,14,4.1,5.1,3.5,34.3,15.4,8.9,4.7,10,4.9,0,1.3,10.2,5.4,5.2,3.2,2.1,2.6,0.6138,0.175,0.4432,0.5872,1.8191,0.4592,0.534,0.7814,0.733,0.2705,2.3189,0.6881,0.5712,0.8308,1.4019,0.7516,0.6458,0,0.9385,0.4048,0.7833,2.7724,0.7324,8.3124,0.6673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,863,546,13.8,7.6,5026,"(-87.69951318201151, 42.015692002307006)",0.000134919399490347,0.051852263507522
"1400000US17031020301",20301,17," Illinois","IL",17031," Cook",17031020301,"Census Tract 203.01, Cook County, Illinois",0.31874342,5239,454,2195,31,1972,122,380,133,201,96,29747,3761,321,140,1421,168,1443,260,947,164,85,68.9,1223,661.4,324,146.2,1381,145.2,0,15,71,50.3,453,108,4,6,7.3,2.5,10.1,4.2,29747,3761,9.3,4,27.1,3.5,27.5,4.4,18.1,3.3,4.3,3.5,23.3,12.5,6.7,3,62.9,6.6,0,1.2,3.6,2.5,23,5.1,0.1,0.1,0.2798,0.5744,0.3773,0.4583,1.6898,0.4168,0.9756,0.7712,0.8997,0.2074,2.8538,0.917,0.4516,0.7904,1.242,0.6481,0.9644,0,0.7343,0.8388,0.4452,2.9827,0.8131,8.7684,0.7213,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,266,110,5.1,2.1,3197,"(-87.70517250961446, 42.00681354177168)",9.04566240108794e-05,0.0434052159496776
"1400000US17031020302",20302,17," Illinois","IL",17031," Cook",17031020302,"Census Tract 203.02, Cook County, Illinois",0.24707439,4651,600,1844,77,1685,136,455,274,287,163,48366,30135,496,219,874,240,875,214,346,120,79,63.8,2234,720.6,507,229.1,463,131.7,56,87,37,47.3,300,135,374,181,10.7,6.3,12.2,6.4,48366,30135,14.9,6.2,18.8,5.2,18.8,3.9,8.1,2.8,4.7,3.8,48,14.2,11.4,4.9,25.1,7.1,3,4.7,2.2,2.8,17.8,7.8,8,3.8,0.4279,0.6901,0.0938,0.6756,1.8874,0.482,0.8154,0.1913,0.2843,0.2381,1.5292,0.2103,0.6676,0.8676,1.5353,0.826,0.8487,0.8022,0.592,0.7788,0.9458,3.9676,0.992,8.9194,0.7383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,669,243,15.6,5.3,2564,"(-87.6949633897973, 42.008541474931945)",6.95292306552505e-05,0.033701073085339
"1400000US17031020400",20400,17," Illinois","IL",17031," Cook",17031020400,"Census Tract 204, Cook County, Illinois",0.21444646,4294,358,1873,25,1699,81,530,244,231,99,30118,3653,282,123,410,73,1036,182,438,125,147,69.6,2408,454.5,263,102.6,583,125.2,0,11,45,34.2,226,87,15,11,12.4,5.5,9.3,3.7,30118,3653,9.7,4,9.5,1.9,24.1,3.7,10.2,2.9,8.7,4.1,56.1,9.5,6.6,2.5,31.1,6.7,0,1.5,2.6,2,13.3,5.1,0.3,0.3,0.5016,0.5128,0.3667,0.4801,1.8613,0.4714,0.2853,0.5596,0.4554,0.5321,1.8324,0.3721,0.7154,0.7888,1.5042,0.8093,0.8821,0,0.6494,0.7019,0.5917,2.825,0.7548,8.0228,0.6294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,235,21,4.8,3181,"(-87.68591075282242, 42.00849034196031)",6.03927619861315e-05,0.0319349716215359
"1400000US17031020500",20500,17," Illinois","IL",17031," Cook",17031020500,"Census Tract 205, Cook County, Illinois",0.29793792,6004,773,2456,55,2095,141,1383,447,280,153,15883,2064,1057,378,760,216,1438,285,648,235,182,102.6,4509,856.1,1088,572.8,861,213.7,48,68,152,82.8,503,137,252,141,24,7.3,10.2,4.8,15883,2064,26.2,7.7,12.7,3.9,24,3.6,11.3,4.1,8.7,4.9,75.1,10.5,19,9.6,35.1,8.7,2,2.8,7.3,3.9,24,6.6,4.2,2.3,0.7788,0.5808,0.8532,0.8756,3.0885,0.8086,0.4747,0.5442,0.5478,0.5346,2.1013,0.5458,0.8,0.9394,1.7394,0.9304,0.9022,0.7638,0.8853,0.8471,0.884,4.2824,0.9981,11.2116,0.9766,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1949,618,33.8,8,2700,"(-87.68419950503393, 42.001314706148776)",8.38551762106551e-05,0.0382320752629126
"1400000US17031020601",20601,17," Illinois","IL",17031," Cook",17031020601,"Census Tract 206.01, Cook County, Illinois",0.22831215,6697,765,2171,34,1838,153,1381,704,325,142,19480,3143,939,297,686,203,2085,406,553,184,124,88.4,3040,955.2,1267,440.4,474,179,0,15,203,119.9,358,148,33,36,20.7,9.1,10.5,4.3,19480,3143,22.7,6.3,10.2,2.9,31.1,4.9,8.3,3,6.7,4.8,45.4,13.3,20.9,6.9,21.8,8.2,0,1.3,11,6.5,19.5,7.9,0.5,0.5,0.7266,0.5968,0.7569,0.8301,2.9104,0.764,0.3253,0.8894,0.3006,0.3942,1.9096,0.4215,0.6535,0.9474,1.601,0.8663,0.8212,0,0.9474,0.799,0.6295,3.1971,0.8814,9.6181,0.8282,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,1657,544,24.7,6.8,4780,"(-87.701736469936, 42.00085149375897)",6.31580918383828e-05,0.0355890976496663
"1400000US17031020602",20602,17," Illinois","IL",17031," Cook",17031020602,"Census Tract 206.02, Cook County, Illinois",0.18997261,4102,426,1538,54,1386,97,1075,367,271,117,19005,3939,414,130,430,129,1085,233,240,100,86,65.9,2762,559,489,206.3,104,66.5,0,11,75,55.2,170,87,20,19,26.3,8.6,13.4,5.3,19005,3939,15.8,4.9,10.5,3.3,26.5,5,5.9,2.4,6.2,4.7,67.3,11.7,13.5,5.5,6.8,4.3,0,1.8,5.4,4,12.3,6.1,0.5,0.5,0.8109,0.7468,0.772,0.6929,3.0226,0.7925,0.3407,0.7163,0.1122,0.3554,1.5247,0.2083,0.7679,0.892,1.6599,0.8942,0.5651,0,0.8311,0.6821,0.6282,2.7064,0.7022,8.9137,0.7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,272,28.7,5.7,2244,"(-87.69363593518365, 42.00131656289787)",5.34560125433135e-05,0.0292361012853432
"1400000US17031020701",20701,17," Illinois","IL",17031," Cook",17031020701,"Census Tract 207.01, Cook County, Illinois",0.22833918,1893,360,706,63,610,77,393,280,91,39,33880,8274,143,76,294,48,510,219,197,65,15,17.8,858,441.7,142,71.7,45,25.2,0,11,21,20,62,34,2,4,20.8,13.2,9.7,4.3,33880,8274,10.7,5.5,15.5,3.8,26.9,10.4,10.4,3.8,2.5,2.9,45.3,21.7,8.7,4.3,6.4,3.5,0,3.8,3.4,3.2,10.2,5.7,0.1,0.2,0.7295,0.5413,0.2685,0.5215,2.0608,0.5363,0.6423,0.7397,0.476,0.0875,1.9455,0.4458,0.6526,0.8282,1.4808,0.7984,0.549,0,0.7215,0.625,0.4683,2.3638,0.5407,7.8508,0.6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,46,5,2.5,4282,"(-87.70369811564724, 41.98689246349495)",6.43691124547372e-05,0.0325366672284485
"1400000US17031020702",20702,17," Illinois","IL",17031," Cook",17031020702,"Census Tract 207.02, Cook County, Illinois",0.27194206,8232,1150,2567,52,2315,170,1486,730,322,168,16545,2152,1351,418,1021,257,2272,633,1008,311,102,89.4,4270,1491.6,1383,417,316,110.3,0,15,296,133.3,260,126,149,131,18.3,8,8,4.3,16545,2152,26.8,6.9,12.4,3.2,27.6,6.7,12.4,3.8,4.4,3.8,51.9,16.6,18.4,5.1,12.3,4.3,0,1.1,12.8,5.7,11.2,5.4,1.8,1.6,0.683,0.4035,0.8356,0.8821,2.8042,0.736,0.4583,0.7728,0.6349,0.2141,2.0801,0.5327,0.6891,0.9359,1.625,0.8795,0.6904,0,0.9654,0.6548,0.7641,3.0747,0.8426,9.584,0.8237,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,1681,603,20.8,6.6,4125,"(-87.70486000598488, 41.99412548021649)",7.60277155130844e-05,0.038666907601707
"1400000US17031020801",20801,17," Illinois","IL",17031," Cook",17031020801,"Census Tract 208.01, Cook County, Illinois",0.25326477,4512,381,2224,97,1908,150,788,369,398,161,27486,3026,564,254,592,256,877,214,502,240,150,99.9,2585,526.2,698,331.7,185,137.8,0,11,14,22.8,166,115,5,5,17.5,8.6,14.7,5.2,27486,3026,16.9,7.5,13.1,5.4,19.4,4.4,11.1,5.2,7.9,5.2,57.3,10.6,16.8,7.8,8.3,6.2,0,1.2,0.7,1.2,8.7,6,0.1,0.1,0.6647,0.7862,0.456,0.7173,2.6243,0.6956,0.4978,0.2231,0.5317,0.4792,1.7317,0.3067,0.7208,0.9228,1.6436,0.8888,0.6109,0,0.3455,0.5798,0.4728,2.009,0.3878,8.0086,0.6268,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,795,339,17.6,6.8,3443,"(-87.6944164072215, 41.98680945625416)",7.12483254061145e-05,0.0341008968386681
"1400000US17031020802",20802,17," Illinois","IL",17031," Cook",17031020802,"Census Tract 208.02, Cook County, Illinois",0.24865625,7942,1087,2445,34,2068,175,2070,852,356,271,17832,3747,947,402,725,308,1971,393,715,250,126,101.1,5888,1292.4,1158,466.6,379,153.2,0,15,382,154.9,393,137,29,43,26.1,11.2,8.8,5.6,17832,3747,18.2,7.2,9.1,3.6,24.8,3.6,9,2.9,6.1,4.9,74.1,12.7,15.6,5.9,15.5,6.3,0,1.1,18.5,7.3,19,6.3,0.4,0.5,0.8096,0.4721,0.8019,0.7439,2.8275,0.7428,0.258,0.6106,0.3603,0.3442,1.5731,0.2295,0.7971,0.9128,1.7099,0.9196,0.7468,0,0.9939,0.7946,0.5997,3.1349,0.8641,9.2455,0.7787,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,2951,855,37.2,7.6,5401,"(-87.69463101064434, 41.9940598366368)",6.99903837492359e-05,0.0338458443498524
"1400000US17031020901",20901,17," Illinois","IL",17031," Cook",17031020901,"Census Tract 209.01, Cook County, Illinois",0.18691005,5013,702,2146,60,1748,157,1386,609,282,161,16948,3085,541,214,233,112,1529,378,302,105,195,96.2,3622,778.3,660,271.1,813,185.3,0,15,163,93.8,274,95,20,19,27.6,11.1,11.3,6.2,16948,3085,17.7,6.2,4.6,2.2,30.5,6.2,6,2,11.2,5.4,72.3,11.8,14.7,5.7,37.9,8.6,0,1.3,9.3,5.3,15.7,5.2,0.4,0.4,0.8276,0.6452,0.8218,0.734,3.0285,0.7948,0.0522,0.8728,0.1163,0.6737,1.7151,0.2981,0.7869,0.9051,1.692,0.9099,0.9109,0,0.9266,0.7449,0.6087,3.191,0.8804,9.6266,0.8288,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,1540,605,30.7,10,2955,"(-87.68600354703956, 41.99417437876475)",5.42495856059657e-05,0.0295680977089389
"1400000US17031020902",20902,17," Illinois","IL",17031," Cook",17031020902,"Census Tract 209.02, Cook County, Illinois",0.1942927,4195,480,1708,42,1504,108,720,265,172,79,18327,1781,262,105,588,114,843,194,720,214,37,37.3,2058,633.9,462,161.8,1224,138.8,0,11,130,73.8,415,121,481,215,18.2,6.3,8.8,3.5,18327,1781,8.7,3.5,14,3.2,20.1,4,18.1,5.2,2.5,2.5,49.1,14,11.8,3.9,71.7,7.9,0,1.6,8.6,4.9,27.6,7.8,11.5,5,0.6808,0.4721,0.7893,0.4256,2.3679,0.6246,0.5571,0.2574,0.8997,0.0878,1.8019,0.3519,0.6724,0.8728,1.5452,0.8333,0.9728,0,0.9141,0.8721,0.9606,3.7196,0.974,9.4345,0.8057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,711,185,17.9,4.8,2660,"(-87.67858618966935, 41.99430986361139)",5.34455487408066e-05,0.0329694772371443
"1400000US17031030101",30101,17," Illinois","IL",17031," Cook",17031030101,"Census Tract 301.01, Cook County, Illinois",0.04724305,3727,484,2526,32,2233,168,900,272,281,136,32037,4752,335,220,699,162,282,122,640,185,108,77.2,1962,557.7,315,220.3,2341,194.2,0,11,171,116.9,1121,228,14,11,24.1,7.1,12.4,6.1,32037,4752,10.5,6.4,18.8,4.3,7.6,3.1,17.2,4.6,4.8,3.4,52.6,13.3,8.6,5.9,92.7,7.6,0,1.1,7.7,5.2,50.2,8.6,0.4,0.3,0.7808,0.6981,0.3105,0.5144,2.3038,0.6076,0.8154,0.0263,0.8734,0.2481,1.9631,0.4574,0.6949,0.8279,1.5228,0.8202,0.9923,0,0.8955,0.9808,0.6038,3.4724,0.9391,9.2621,0.7803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1096,452,29.4,9.4,1823,"(-87.65737385433326, 41.99120848244899)",1.34616308406553e-05,0.0168303786039289
"1400000US17031030102",30102,17," Illinois","IL",17031," Cook",17031030102,"Census Tract 301.02, Cook County, Illinois",0.04375694,2956,370,2110,40,1752,176,511,170,310,126,35494,7048,183,182,382,148,229,128,362,158,42,50.2,1436,452.2,84,62.2,1907,131.6,0,11,29,31.3,823,182,55,21,17.5,5.9,15.4,5.9,35494,7048,7,6.9,12.9,4.6,7.7,4.2,12.4,4.7,2.4,2.9,48.6,14,3,2.2,90.4,6,0,1.3,1.7,1.8,47,8.9,1.9,0.7,0.6647,0.8096,0.2344,0.3266,2.0354,0.5299,0.4875,0.0266,0.6349,0.084,1.233,0.1077,0.6702,0.6452,1.3154,0.6952,0.9897,0,0.509,0.9683,0.767,3.234,0.8881,7.8178,0.6018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,588,250,20.2,8.2,1229,"(-87.65768718320268, 41.99339765793494)",1.17236853255026e-05,0.0159465728904308
