"AFFGEOID","TRACTCE","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV","M_POV","E_UNEMP","M_UNEMP","E_PCI","M_PCI","E_NOHSDP","M_NOHSDP","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_MINRTY","M_MINRTY","E_LIMENG","M_LIMENG","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV","MP_POV","EP_UNEMP","MP_UNEMP","EP_PCI","MP_PCI","EP_NOHSDP","MP_NOHSDP","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_MINRTY","MP_MINRTY","EP_LIMENG","MP_LIMENG","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV","EPL_UNEMP","EPL_PCI","EPL_NOHSDP","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","SPL_THEME2","RPL_THEME2","EPL_MINRTY","EPL_LIMENG","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV","F_UNEMP","F_PCI","F_NOHSDP","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_THEME2","F_MINRTY","F_LIMENG","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_UNINSUR","M_UNINSUR","EP_UNINSUR","MP_UNINSUR","E_DAYPOP","Shape","Shape.STArea..","Shape.STLength.."
"1400000US17031050900",50900,17," Illinois","IL",17031," Cook",17031050900,"Census Tract 509, Cook County, Illinois",0.06282806,1660,219,726,33,686,56,138,73,35,23,48595,7990,29,14,75,22,435,140,45,25,26,26.2,256,302.7,6,43.5,90,49.6,0,11,0,15.6,72,37,0,11,8.3,4.6,3.5,2.3,48595,7990,2.5,1.3,4.5,1.5,26.2,7.7,2.7,1.6,3.8,3.8,15.4,18.1,0.4,3.1,12.4,6.8,0,3.7,0,2.3,10.5,5.4,0,0.7,0.3272,0.0474,0.0925,0.0853,0.5524,0.0742,0.049,0.6984,0.0135,0.1673,0.9282,0.0619,0.3205,0.3138,0.6343,0.2734,0.6926,0,0,0.6353,0,1.3279,0.1554,3.4428,0.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,97,11.8,5.6,633,"(-87.68577832917646, 41.944946846081955)",1.76613282057922e-05,0.0169838797886406
"1400000US17031051000",51000,17," Illinois","IL",17031," Cook",17031051000,"Census Tract 510, Cook County, Illinois",0.06433849,1610,158,778,30,697,51,149,84,14,14,56297,8830,71,50,102,38,326,82,61,34,25,21.9,435,214.5,67,59.2,72,34.5,0,11,0,15.6,63,35,0,11,9.3,5,1.3,1.2,56297,8830,5.7,4.1,6.3,2.5,20.2,4.7,3.8,2.2,3.6,3.1,27,13.1,4.7,4.1,9.3,4.4,0,3.5,0,2.2,9,5,0,0.7,0.3734,0.0054,0.0578,0.249,0.6857,0.1111,0.1128,0.2663,0.0314,0.1522,0.5628,0.0359,0.4974,0.7343,1.2317,0.6423,0.6304,0,0,0.5897,0,1.2202,0.1272,3.7004,0.0549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,84,9.6,4.8,947,"(-87.6857280135, 41.94130399344979)",1.80444401426505e-05,0.0171188884477154
"1400000US17031051100",51100,17," Illinois","IL",17031," Cook",17031051100,"Census Tract 511, Cook County, Illinois",0.06281957,1526,165,733,28,677,48,85,67,31,19,55708,6368,34,29,60,30,282,90,76,34,20,21.1,357,229.1,27,49.3,31,18,0,11,0,15.6,81,55,0,11,5.6,4.1,2.8,1.7,55708,6368,3,2.5,3.9,2,18.5,5.5,5,2.2,3,3.1,23.4,14.8,2,3.6,4.2,2.5,0,3.7,0,2.3,12,8.1,0,0.7,0.1958,0.0253,0.0591,0.1077,0.3879,0.0366,0.0381,0.1804,0.0689,0.1103,0.3978,0.025,0.4519,0.5692,1.0212,0.516,0.4696,0,0,0.6734,0,1.1429,0.1115,2.9498,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,65,9,4.3,1096,"(-87.6808275998788, 41.94136487244801)",1.76660560766802e-05,0.0169844190747621
"1400000US17031051200",51200,17," Illinois","IL",17031," Cook",17031051200,"Census Tract 512, Cook County, Illinois",0.06356861,1562,154,701,27,641,61,140,68,17,15,57496,12243,84,52,39,31,322,71,81,38,24,26.4,340,217.1,12,46.2,5,13.6,0,11,0,15.6,85,38,66,26,9.1,4.3,1.6,1.4,57496,12243,7.3,4.5,2.5,2,20.6,4.1,5.3,2.4,3.7,4.1,21.8,13.7,0.8,3.3,0.7,1.9,0,3.8,0,2.4,13.3,5.9,4.2,1.6,0.3644,0.0064,0.0543,0.3452,0.7703,0.1374,0.0147,0.2926,0.0798,0.1644,0.5516,0.0349,0.4276,0.4186,0.8462,0.3865,0.2442,0,0,0.7019,0.8853,1.8314,0.3183,3.9995,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,92,9.7,5.7,886,"(-87.67594058660895, 41.941391753576475)",1.8156510727121e-05,0.0172252399047342
"1400000US17031051300",51300,17," Illinois","IL",17031," Cook",17031051300,"Census Tract 513, Cook County, Illinois",0.12433141,2953,263,1213,24,1156,56,143,105,120,76,78953,12269,8,13,127,50,720,155,34,32,47,32.5,540,354.7,73,98.7,84,60.3,0,11,0,15.6,0,11,0,11,4.8,3.5,6.1,3.7,78953,12269,0.4,0.6,4.3,1.7,24.4,4.8,1.2,1.1,4.1,2.8,18.3,11.9,2.8,3.8,6.9,5,0,2.2,0,1.3,0,2.3,0,0.4,0.158,0.2295,0.0145,0.0125,0.4145,0.0414,0.0442,0.5792,0.0032,0.1872,0.8138,0.051,0.366,0.6378,1.0038,0.509,0.5705,0,0,0,0,0.5705,0.0359,2.8026,0.0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,30,1.5,1,1353,"(-87.67587092875671, 41.93595239319811)",3.4357641786064e-05,0.0240843877565539
"1400000US17031051400",51400,17," Illinois","IL",17031," Cook",17031051400,"Census Tract 514, Cook County, Illinois",0.1385666,2174,305,1422,28,884,100,189,93,77,54,55581,10777,157,88,205,98,387,104,176,81,76,40.4,565,404,10,45.2,530,102.8,0,11,30,24.7,98,57,0,11,8.7,4.1,5.2,3.6,55581,10777,10,5.2,9.4,4,17.8,4.1,8.1,3.3,8.6,4.5,26,18.2,0.5,2.3,37.3,7.2,0,1.9,3.4,2.8,11.1,6.1,0,0.5,0.3487,0.1587,0.0597,0.4968,1.0639,0.2238,0.2776,0.1487,0.2843,0.5276,1.2381,0.109,0.4824,0.3442,0.8266,0.3734,0.9071,0,0.7163,0.6519,0,2.2753,0.4955,5.404,0.2347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,247,116,11.4,4.8,1126,"(-87.68107424531895, 41.93573589091421)",4.0071856934758e-05,0.0275942443911254
"1400000US17031060100",60100,17," Illinois","IL",17031," Cook",17031060100,"Census Tract 601, Cook County, Illinois",0.12569396,2596,236,1338,36,1140,100,297,140,71,47,69404,9114,6,10,63,47,478,88,128,77,18,24.2,470,345.3,21,44.6,184,62.4,0,11,9,18.6,186,64,0,11,11.4,4.9,3.8,2.5,69404,9114,0.3,0.6,2.4,1.8,18.4,2.9,4.9,2.9,1.6,2.1,18.1,13.2,0.9,1.9,13.8,4.6,0,2,0.8,1.6,16.3,5.6,0,0.4,0.4574,0.059,0.0247,0.0106,0.5517,0.0739,0.0141,0.176,0.066,0.049,0.3051,0.0202,0.3631,0.4234,0.7865,0.3503,0.7179,0,0.3635,0.7538,0,1.8353,0.3196,3.4786,0.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,69,5.5,2.7,3314,"(-87.66660272089857, 41.957537293929164)",3.55251454222843e-05,0.0255817107872232
"1400000US17031060200",60200,17," Illinois","IL",17031," Cook",17031060200,"Census Tract 602, Cook County, Illinois",0.12288816,2126,248,1169,18,1056,72,397,204,103,61,53872,15449,57,42,131,49,309,86,161,87,25,37.6,534,313,64,66,471,104,0,11,39,45.4,267,86,4,10,18.7,9,6.9,4.1,53872,15449,3.4,2.5,6.2,2.4,14.5,3.7,7.6,3.9,2.4,3.6,25.1,14.4,3.2,3.3,40.3,8.9,0,2.3,3.7,4.3,25.3,7.9,0.2,0.5,0.6894,0.3029,0.0652,0.1263,1.1838,0.2653,0.1096,0.0776,0.2442,0.0824,0.5138,0.0314,0.4718,0.6612,1.133,0.583,0.9196,0,0.7423,0.8574,0.5276,3.0468,0.833,5.8774,0.3025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,304,113,14.3,5,3297,"(-87.67151926983993, 41.957904418120336)",3.45740026690801e-05,0.02407221016732
"1400000US17031060300",60300,17," Illinois","IL",17031," Cook",17031060300,"Census Tract 603, Cook County, Illinois",0.12343758,3176,318,1373,33,1287,70,108,73,70,48,73206,15020,40,54,136,42,693,211,164,94,40,37.6,306,459.7,13,49.8,167,67.1,0,11,0,15.6,170,81,0,11,3.4,2.3,3.1,2.1,73206,15020,1.8,2.5,4.3,1.5,21.8,6.3,5.2,2.9,3.1,2.9,9.6,14.4,0.5,1.7,12.2,4.9,0,2,0,1.2,13.2,6.1,0,0.3,0.0946,0.033,0.0196,0.0554,0.2026,0.0067,0.0442,0.3795,0.0747,0.1205,0.6189,0.0397,0.2196,0.3253,0.5449,0.2343,0.6885,0,0,0.6997,0,1.3881,0.1734,2.7545,0.0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,128,6.7,4,2057,"(-87.6713337428928, 41.95060541793041)",3.4741206971074e-05,0.0241143197112263
"1400000US17031060400",60400,17," Illinois","IL",17031," Cook",17031060400,"Census Tract 604, Cook County, Illinois",0.12549396,4003,401,1635,49,1555,68,412,210,87,68,64782,8940,15,17,88,51,863,205,49,32,26,43.4,660,538.9,25,59.1,325,87.7,8,12,35,44.4,260,89,0,11,10.3,5,3.1,2.4,64782,8940,0.6,0.7,2.2,1.3,21.6,4.6,1.2,0.8,1.7,2.8,16.5,13.4,0.7,1.6,19.9,5.3,0.5,0.7,2.3,2.9,16.7,5.6,0,0.3,0.4122,0.033,0.0363,0.016,0.4975,0.0581,0.0128,0.3558,0.0032,0.0526,0.4244,0.0266,0.3413,0.3901,0.7314,0.3183,0.8013,0.6173,0.599,0.7622,0,2.7798,0.7356,4.4331,0.1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,160,8.2,3.8,2482,"(-87.66653631269936, 41.95067459240231)",3.52984848014191e-05,0.0242703129332643
"1400000US17031060500",60500,17," Illinois","IL",17031," Cook",17031060500,"Census Tract 605, Cook County, Illinois",0.08813975,1235,129,797,24,722,48,327,95,31,29,49109,10252,174,65,383,77,118,31,198,59,13,23.7,393,166.3,143,82,459,73.4,0,11,13,22.8,299,62,58,24,26.5,7,4.2,3.7,49109,10252,18.2,6.9,31,6.3,9.6,2.3,16,4.6,1.8,3.3,31.8,13.1,12,6.8,57.6,9,0,3.4,1.8,3.2,41.4,8.6,4.7,1.9,0.8138,0.0833,0.0893,0.7439,1.7303,0.4303,0.9904,0.0343,0.8288,0.0593,1.9128,0.424,0.5458,0.875,1.4208,0.7657,0.9567,0,0.533,0.9487,0.9003,3.3388,0.9151,8.4027,0.6795,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,3,4,120,71,9.7,5.4,940,"(-87.66050075845226, 41.95271836457598)",2.47689048243254e-05,0.0214922407207767
"1400000US17031060800",60800,17," Illinois","IL",17031," Cook",17031060800,"Census Tract 608, Cook County, Illinois",0.07007404,4840,410,3464,100,3063,164,323,156,140,98,72405,10609,41,43,496,92,350,137,184,88,0,15.6,1094,530.1,20,52.7,3229,149.9,0,11,19,27.3,1139,182,0,11,6.7,3.1,3.6,2.5,72405,10609,1,1,10.2,2,7.2,2.8,3.8,1.8,0,0.5,22.6,10.8,0.4,1.1,93.2,3.4,0,0.8,0.6,0.9,37.2,6,0,0.2,0.2484,0.0519,0.0202,0.0247,0.3452,0.0263,0.3253,0.0244,0.0314,0,0.3811,0.0247,0.4388,0.3147,0.7535,0.3317,0.9929,0,0.3183,0.9304,0,2.2417,0.4776,3.7215,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,330,154,6.8,3,2336,"(-87.64602724604828, 41.95341878633828)",1.98124354124136e-05,0.0225552601328328
"1400000US17031060900",60900,17," Illinois","IL",17031," Cook",17031060900,"Census Tract 609, Cook County, Illinois",0.19269038,6758,775,5116,59,4458,278,503,178,362,248,51858,6739,265,206,587,196,509,148,587,220,0,21.2,1990,953.8,151,130.8,4263,305.6,0,15,112,133,2118,319,0,15,7.4,2.7,7,4.2,51858,6739,4.7,3.4,8.7,3,7.5,2,8.7,3.2,0,0.5,29.4,13.7,2.3,2,83.3,5.9,0,0.5,2.5,3,47.5,6.3,0,0.2,0.2843,0.3122,0.0732,0.1897,0.8594,0.1625,0.2343,0.026,0.3362,0,0.5965,0.0381,0.5247,0.6006,1.1253,0.5795,0.9827,0,0.6346,0.9699,0,2.5872,0.6481,5.1684,0.2071,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,537,382,8,5.1,3708,"(-87.64374984833586, 41.949855600985366)",5.78177164219391e-05,0.0329701246354312
"1400000US17031061000",61000,17," Illinois","IL",17031," Cook",17031061000,"Census Tract 610, Cook County, Illinois",0.06672422,1716,154,904,28,845,36,254,119,45,29,55100,7820,20,22,44,23,98,33,45,30,4,12.5,527,237.6,2,42.9,161,54.4,0,11,0,15.6,194,49,0,11,14.8,6.7,3.2,2.1,55100,7820,1.6,1.8,2.6,1.4,5.7,1.9,2.6,1.7,0.5,1.5,30.7,13.6,0.1,2.6,17.8,6,0,3,0,1.8,23,5.8,0,0.6,0.5923,0.0369,0.061,0.0452,0.7354,0.1249,0.0163,0.0167,0.0122,0.0176,0.0628,0.0054,0.5359,0.1971,0.733,0.3189,0.7728,0,0,0.8388,0,1.6115,0.2449,3.1427,0.0247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,104,11.3,5.9,852,"(-87.65196951151901, 41.94921917765849)",1.87696834224262e-05,0.0174350602580379
"1400000US17031061100",61100,17," Illinois","IL",17031," Cook",17031061100,"Census Tract 611, Cook County, Illinois",0.06680955,1309,175,682,53,622,60,182,81,66,38,52260,8588,9,12,19,19,74,44,5,7,6,14.2,140,239.2,0,44,157,58.7,0,11,5,13.6,130,51,0,11,13.9,5.6,6,3.4,52260,8588,1,1.4,1.5,1.5,5.7,3.3,0.4,0.5,1,2.3,10.7,18.2,0,3.5,23,8.4,0,3.9,0.8,2.2,20.9,8.4,0,0.8,0.5615,0.2205,0.071,0.0247,0.8777,0.1692,0.0093,0.0163,0.0022,0.0292,0.0571,0.0045,0.2378,0,0.2378,0.0955,0.833,0,0.3654,0.816,0,2.0144,0.3891,3.187,0.0257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,83,11.5,6.2,2163,"(-87.65680477159573, 41.9491406057144)",1.8799442621628e-05,0.0174455339435996
"1400000US17031061200",61200,17," Illinois","IL",17031," Cook",17031061200,"Census Tract 612, Cook County, Illinois",0.06744044,2235,214,931,22,902,35,300,91,69,37,53769,7409,17,16,67,19,243,121,87,59,4,13,375,284.9,4,43,223,56.4,0,11,0,15.6,206,61,0,11,13.4,4.4,4.1,2.2,53769,7409,1.2,1.1,3,0.9,10.9,5.3,3.9,2.6,0.4,1.4,16.8,12.6,0.2,2.1,24,6,0,2.9,0,1.7,22.8,6.8,0,0.5,0.5436,0.0782,0.0655,0.0314,0.7187,0.1201,0.0224,0.042,0.0333,0.0167,0.1144,0.0083,0.3436,0.2228,0.5663,0.2439,0.8401,0,0,0.8372,0,1.6772,0.2654,3.0767,0.0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,48,5.1,2.2,910,"(-87.66164533214885, 41.94906022489469)",1.89436730025467e-05,0.0175140681616384
"1400000US17031061500",61500,17," Illinois","IL",17031," Cook",17031061500,"Census Tract 615, Cook County, Illinois",0.06290104,1859,172,867,39,806,58,108,57,69,35,52599,5789,85,48,118,34,205,76,97,42,6,14.2,241,263,9,42.4,136,41.9,0,11,0,15.6,198,55,0,11,5.8,3.1,4.8,2.4,52599,5789,6.3,3.6,6.3,1.9,11,4,5.2,2.1,0.7,1.8,13,14.1,0.5,2.4,15.7,4.8,0,3.1,0,1.9,24.6,6.6,0,0.6,0.2061,0.1234,0.069,0.2846,0.6831,0.1098,0.1128,0.0429,0.0747,0.0234,0.2538,0.0167,0.2776,0.3458,0.6234,0.2686,0.749,0,0,0.8529,0,1.6019,0.2413,3.1623,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,63,5.9,3.4,1007,"(-87.66154301199475, 41.94528247128322)",1.77004922401384e-05,0.017000807052993
"1400000US17031061800",61800,17," Illinois","IL",17031," Cook",17031061800,"Census Tract 618, Cook County, Illinois",0.03198546,1130,139,721,28,679,58,216,87,50,37,36882,5281,44,32,53,36,69,40,31,28,25,31.3,281,191,0,44,545,65.3,0,11,5,13,406,74,89,26,20.7,7.7,5.8,4.1,36882,5281,5.7,4.1,4.7,3.3,6.1,3.5,2.7,2.5,3.7,4.6,24.9,16.6,0,3.9,75.6,8.6,0,3.7,0.7,1.9,59.8,9.3,7.9,2.1,0.7266,0.2029,0.211,0.249,1.3895,0.3288,0.0558,0.0196,0.0135,0.1593,0.2481,0.0154,0.4692,0,0.4692,0.2035,0.9769,0,0.3474,0.9952,0.9449,3.2644,0.899,5.3712,0.2293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,218,101,19.3,7.8,1068,"(-87.64711616756931, 41.94649938694883)",8.9653826815603e-06,0.0131517813869853
"1400000US17031061901",61901,17," Illinois","IL",17031," Cook",17031061901,"Census Tract 619.01, Cook County, Illinois",0.06201184,3785,441,2436,43,2383,74,428,212,145,95,52124,6199,68,87,292,124,380,174,120,91,113,123.1,987,636.5,95,82.2,1893,177.2,0,11,45,72.8,1149,205,0,11,11.3,5.9,5.1,3.4,52124,6199,2.3,3,7.7,3.3,10,4.4,3.2,2.4,4.7,5.2,26.1,16.5,2.6,2.2,77.7,7.1,0,1.1,1.9,3.1,48.2,8.5,0,0.3,0.4545,0.1478,0.0719,0.076,0.7501,0.1297,0.1808,0.0362,0.0218,0.2426,0.4814,0.0295,0.4846,0.6176,1.1022,0.5663,0.9788,0,0.5442,0.9724,0,2.4955,0.6026,4.8293,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,339,175,9,4.7,1887,"(-87.6433888094203, 41.94344374829855)",1.96653039035049e-05,0.0244415457026791
"1400000US17031061902",61902,17," Illinois","IL",17031," Cook",17031061902,"Census Tract 619.02, Cook County, Illinois",0.10660353,4045,376,3255,45,2791,211,501,156,87,51,61925,8747,30,34,673,114,96,70,288,124,24,39.6,833,546.1,46,69.6,3134,145.1,0,11,0,15.6,1469,231,0,11,12.4,3.7,3.1,1.9,61925,8747,0.9,1,16.6,2.8,2.4,1.7,7.1,3.1,0.9,1.4,20.6,13.4,1.1,1.7,96.3,4.3,0,0.8,0,0.6,52.6,7,0,0.3,0.5016,0.033,0.0408,0.0221,0.5975,0.0873,0.7061,0.0083,0.199,0.0269,0.9404,0.0644,0.4032,0.4721,0.8753,0.4022,0.9958,0,0,0.9869,0,1.9827,0.376,4.3959,0.1114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,347,125,8.6,3.2,1489,"(-87.638430941067, 41.944068576879005)",5.03502486104531e-05,0.032645681560977
"1400000US17031062000",62000,17," Illinois","IL",17031," Cook",17031062000,"Census Tract 620, Cook County, Illinois",0.08686407,2897,227,1614,56,1506,80,263,94,61,41,58394,8550,24,25,135,51,190,60,178,68,19,23.4,550,313.3,59,64.6,753,133.5,0,11,27,43.4,636,111,5,7,9.1,3.2,2.5,1.7,58394,8550,1,1.1,4.7,1.7,6.6,2,6.1,2.3,1.3,1.6,19,10.7,2.1,2.3,46.7,8.1,0,1.7,1.8,2.9,42.2,7.2,0.2,0.2,0.3644,0.0183,0.0511,0.0247,0.4584,0.0485,0.0558,0.0212,0.1221,0.0369,0.2359,0.0147,0.3785,0.5843,0.9628,0.4702,0.9369,0,0.5324,0.9529,0.5186,2.9407,0.7965,4.5979,0.1352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,232,101,8,3.4,2351,"(-87.64709621422114, 41.94258345828256)",2.43177487844182e-05,0.0195082804333339
"1400000US17031062100",62100,17," Illinois","IL",17031," Cook",17031062100,"Census Tract 621, Cook County, Illinois",0.0945197,3372,405,1900,90,1595,154,454,169,85,58,65476,7794,46,32,156,70,185,54,241,108,9,17,517,548.6,63,63.1,559,119.3,0,11,7,16.3,630,131,4,9,13.5,4.5,3,2,65476,7794,1.8,1.2,4.6,2.1,5.5,1.5,7.1,3,0.6,1.1,15.3,16.2,2,1.9,29.4,6.1,0,1.4,0.4,1,39.5,6.8,0.1,0.3,0.549,0.0295,0.0347,0.0554,0.6687,0.1057,0.0522,0.0151,0.199,0.0196,0.2859,0.0189,0.3179,0.5676,0.8856,0.4087,0.8718,0,0.2583,0.9391,0.4792,2.5484,0.6304,4.3885,0.1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,363,217,10.8,6.1,3367,"(-87.65177160287071, 41.94268811651076)",2.65356824538527e-05,0.0206509448977848
"1400000US17031062200",62200,17," Illinois","IL",17031," Cook",17031062200,"Census Tract 622, Cook County, Illinois",0.09356101,2987,267,1509,51,1354,95,324,172,106,59,66763,8877,32,52,28,26,277,89,120,79,23,28.2,472,371.3,9,44.8,237,83.5,32,52,0,15.6,184,86,0,11,11,5.6,4.4,2.4,66763,8877,1.4,2.3,0.9,0.9,9.3,2.9,4,2.7,1.7,2.1,15.8,12.3,0.3,1.6,15.7,5.5,2.1,3.4,0,1.1,13.6,6.3,0,0.4,0.4446,0.0962,0.0308,0.0362,0.6078,0.0899,0.0064,0.033,0.0359,0.0538,0.1292,0.0093,0.3304,0.276,0.6064,0.2606,0.7503,0.7696,0,0.708,0,2.2279,0.4705,3.5712,0.0443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,75,4,2.5,2073,"(-87.65663935893103, 41.94259974754565)",2.64505098912205e-05,0.020319713298092
"1400000US17031062300",62300,17," Illinois","IL",17031," Cook",17031062300,"Census Tract 623, Cook County, Illinois",0.0630547,1716,146,730,32,691,43,200,149,109,58,81013,12775,12,12,39,18,310,102,36,25,27,43.4,208,224.1,0,44,43,32,0,11,0,15.6,84,35,0,11,11.7,8.4,8.5,4.4,81013,12775,1,1,2.3,1.1,18.1,5.7,2.1,1.5,3.9,6.3,12.1,13,0,2.7,5.9,4.4,0,3.7,0,2.3,12.2,5.2,0,0.6,0.4718,0.4478,0.0109,0.0247,0.9551,0.1924,0.0138,0.159,0.008,0.1766,0.3574,0.0221,0.2628,0,0.2628,0.1093,0.5324,0,0,0.6795,0,1.2119,0.1253,2.7872,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,140,11.3,8,1578,"(-87.66144447829082, 41.94162726683031)",1.77364546352751e-05,0.0170079036314102
"1400000US17031062400",62400,17," Illinois","IL",17031," Cook",17031062400,"Census Tract 624, Cook County, Illinois",0.06290992,1622,190,798,53,722,74,27,29,21,16,66425,8577,33,41,112,58,290,77,65,44,12,17,185,275.1,0,44,135,55.7,7,10,0,15.6,159,64,0,11,1.7,1.8,1.8,1.4,66425,8577,2.8,3.4,6.9,3.7,17.9,4.3,4,2.8,1.7,2.4,11.4,16.9,0,3,16.9,6.9,0.9,1.2,0,2.2,22,8.3,0,0.7,0.0321,0.0087,0.0321,0.0978,0.1706,0.0051,0.1407,0.1519,0.0359,0.0519,0.3804,0.0244,0.2487,0,0.2487,0.101,0.7635,0.6821,0,0.8263,0,2.2718,0.4936,3.0715,0.0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,2.7,2,697,"(-87.66628998644549, 41.94155583892834)",1.76858003813295e-05,0.0169897191083586
"1400000US17031062500",62500,17," Illinois","IL",17031," Cook",17031062500,"Census Tract 625, Cook County, Illinois",0.06216358,1342,150,743,19,667,47,140,80,44,28,71198,11230,0,11,23,19,143,77,38,28,5,13.6,162,205.9,4,43,216,49,0,11,0,15.6,112,49,0,11,10.4,5.7,4,2.6,71198,11230,0,2.6,1.7,1.4,10.7,5.6,2.8,2.1,0.7,2,12.1,15.3,0.3,3.4,29.1,6.6,0,3.6,0,2.3,16.8,7.4,0,0.8,0.4179,0.0712,0.0225,0,0.5116,0.0613,0.0099,0.0404,0.0157,0.0237,0.0897,0.0064,0.2622,0.2744,0.5365,0.2301,0.8702,0,0,0.7647,0,1.6349,0.2519,2.7728,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,44,6.3,3.5,1546,"(-87.67110984574957, 41.941488658625055)",1.74849491679122e-05,0.0168693796992035
"1400000US17031062600",62600,17," Illinois","IL",17031," Cook",17031062600,"Census Tract 626, Cook County, Illinois",0.127421,2281,168,993,40,953,54,79,89,100,48,67540,10362,78,68,81,38,585,85,58,41,33,31.8,573,210,83,67.5,128,40.5,0,11,0,15.6,133,51,0,11,3.5,3.9,7.1,3.4,67540,10362,5,4.3,3.6,1.8,25.6,3.2,2.5,1.8,3.5,3.3,25.1,9,4.2,3.4,12.9,4,0,2.7,0,1.6,14,5.4,0,0.5,0.0994,0.3247,0.0295,0.2038,0.6574,0.1031,0.0327,0.666,0.0109,0.1426,0.8522,0.0551,0.4721,0.7122,1.1843,0.6173,0.7013,0,0,0.7144,0,1.4157,0.1824,4.1097,0.0841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,102,8.9,4.2,2682,"(-87.67100626388373, 41.93598711981844)",3.61634794241459e-05,0.0244029954826747
"1400000US17031062700",62700,17," Illinois","IL",17031," Cook",17031062700,"Census Tract 627, Cook County, Illinois",0.12552099,2757,270,1302,63,1191,84,437,233,53,31,60278,9342,89,62,127,63,441,133,137,67,118,84.1,343,378.3,19,54.5,163,66.7,0,11,0,15.6,295,90,35,41,15.9,7.9,2.8,1.7,60278,9342,4.8,3.2,4.6,2.3,16,4.6,5,2.5,9.9,7,12.4,13.7,0.7,2.1,12.5,5.1,0,2.1,0,1.3,24.8,7.3,1.3,1.5,0.624,0.0253,0.0462,0.1949,0.8905,0.1731,0.0522,0.099,0.0689,0.6138,0.834,0.0529,0.2699,0.4038,0.6737,0.2939,0.6958,0,0,0.8548,0.7215,2.2721,0.4942,4.6703,0.1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,178,8.8,6.2,3396,"(-87.6661096333107, 41.93608771849484)",3.52786193172754e-05,0.0242554124955404
